user_id,steps_day,steps_night,day_ratio,hours_sum,hours_ratio
55,2.0,106.0,0.018518518518518517,4,0.08163265306122448
56,3.0,0.0,1.0,1,0.02040816326530612
57,107.0,1.0,0.9907407407407407,6,0.12244897959183673
58,100.0,16.0,0.8620689655172413,7,0.14285714285714285
59,3.0,0.0,1.0,1,0.02040816326530612
60,56.0,27.0,0.6746987951807228,4,0.08163265306122448
62,0.0,42.0,0.0,2,0.04081632653061224
63,91.0,0.0,1.0,2,0.04081632653061224
64,9.0,0.0,1.0,1,0.02040816326530612
65,0.0,25.0,0.0,2,0.04081632653061224
66,37.0,0.0,1.0,2,0.04081632653061224
67,171.0,110.0,0.608540925266904,6,0.12244897959183673
68,28.0,0.0,1.0,1,0.02040816326530612
69,0.0,14.0,0.0,1,0.02040816326530612
70,23.0,0.0,1.0,1,0.02040816326530612
71,9.0,0.0,1.0,1,0.02040816326530612
72,0.0,3.0,0.0,1,0.02040816326530612
73,39.0,3.0,0.9285714285714286,2,0.04081632653061224
74,78.0,0.0,1.0,2,0.04081632653061224
75,0.0,39.0,0.0,2,0.04081632653061224
76,155.0,114.0,0.5762081784386617,13,0.2653061224489796
77,1.0,6.0,0.14285714285714285,2,0.04081632653061224
78,28.0,11.0,0.717948717948718,2,0.04081632653061224
79,0.0,3.0,0.0,1,0.02040816326530612
80,73.0,388.0,0.15835140997830802,10,0.20408163265306123
81,14.0,0.0,1.0,1,0.02040816326530612
82,0.0,4.0,0.0,1,0.02040816326530612
84,0.0,25.0,0.0,1,0.02040816326530612
85,3.0,0.0,1.0,1,0.02040816326530612
86,0.0,5.0,0.0,1,0.02040816326530612
87,6.0,0.0,1.0,2,0.04081632653061224
88,7.0,0.0,1.0,1,0.02040816326530612
89,31.0,60.0,0.34065934065934067,3,0.061224489795918366
91,9.0,163.0,0.05232558139534884,10,0.20408163265306123
92,3.0,0.0,1.0,1,0.02040816326530612
93,3.0,0.0,1.0,1,0.02040816326530612
94,3.0,42.0,0.06666666666666667,2,0.04081632653061224
95,0.0,82.0,0.0,1,0.02040816326530612
96,38.0,0.0,1.0,2,0.04081632653061224
97,0.0,44.0,0.0,2,0.04081632653061224
98,3.0,0.0,1.0,1,0.02040816326530612
100,121.0,0.0,1.0,3,0.061224489795918366
101,22.0,0.0,1.0,1,0.02040816326530612
102,83.0,305.0,0.21391752577319587,15,0.30612244897959184
103,10.0,0.0,1.0,1,0.02040816326530612
104,34.0,1.0,0.9714285714285714,2,0.04081632653061224
105,0.0,17.0,0.0,1,0.02040816326530612
106,3.0,0.0,1.0,2,0.04081632653061224
107,3.0,0.0,1.0,1,0.02040816326530612
108,41.0,0.0,1.0,2,0.04081632653061224
110,0.0,3.0,0.0,1,0.02040816326530612
111,132.0,0.0,1.0,3,0.061224489795918366
112,0.0,46.0,0.0,2,0.04081632653061224
113,112.0,0.0,1.0,4,0.08163265306122448
114,0.0,3.0,0.0,1,0.02040816326530612
115,0.0,92.0,0.0,2,0.04081632653061224
116,0.0,6.0,0.0,1,0.02040816326530612
117,3.0,0.0,1.0,1,0.02040816326530612
118,6.0,0.0,1.0,2,0.04081632653061224
119,152.0,46.0,0.7676767676767676,3,0.061224489795918366
120,34.0,0.0,1.0,1,0.02040816326530612
121,0.0,37.0,0.0,2,0.04081632653061224
123,0.0,45.0,0.0,1,0.02040816326530612
124,102.0,0.0,1.0,6,0.12244897959183673
125,0.0,13.0,0.0,1,0.02040816326530612
126,4.0,0.0,1.0,2,0.04081632653061224
127,57.0,0.0,1.0,2,0.04081632653061224
128,3.0,0.0,1.0,1,0.02040816326530612
129,36.0,1.0,0.972972972972973,5,0.10204081632653061
130,0.0,32.0,0.0,1,0.02040816326530612
131,3.0,12.0,0.2,5,0.10204081632653061
132,10.0,0.0,1.0,1,0.02040816326530612
133,129.0,0.0,1.0,2,0.04081632653061224
134,53.0,0.0,1.0,2,0.04081632653061224
135,7.0,0.0,1.0,1,0.02040816326530612
137,2.0,0.0,1.0,1,0.02040816326530612
138,40.0,60.0,0.4,3,0.061224489795918366
139,6.0,0.0,1.0,1,0.02040816326530612
140,132.0,10.0,0.9295774647887324,9,0.1836734693877551
141,22.0,0.0,1.0,2,0.04081632653061224
142,11.0,0.0,1.0,1,0.02040816326530612
143,0.0,3.0,0.0,1,0.02040816326530612
144,40.0,0.0,1.0,2,0.04081632653061224
145,41.0,372.0,0.09927360774818401,11,0.22448979591836735
146,0.0,3.0,0.0,1,0.02040816326530612
147,122.0,0.0,1.0,3,0.061224489795918366
148,31.0,0.0,1.0,4,0.08163265306122448
149,18.0,0.0,1.0,4,0.08163265306122448
150,0.0,31.0,0.0,1,0.02040816326530612
151,1.0,5.0,0.16666666666666666,2,0.04081632653061224
152,42.0,0.0,1.0,1,0.02040816326530612
154,16.0,0.0,1.0,1,0.02040816326530612
156,34.0,0.0,1.0,1,0.02040816326530612
157,152.0,12.0,0.926829268292683,10,0.20408163265306123
158,6.0,0.0,1.0,1,0.02040816326530612
159,3.0,0.0,1.0,1,0.02040816326530612
160,5.0,0.0,1.0,1,0.02040816326530612
161,3.0,2.0,0.6,3,0.061224489795918366
162,34.0,0.0,1.0,1,0.02040816326530612
163,0.0,3.0,0.0,1,0.02040816326530612
164,115.0,6.0,0.9504132231404959,4,0.08163265306122448
165,3.0,0.0,1.0,1,0.02040816326530612
166,43.0,0.0,1.0,1,0.02040816326530612
167,12.0,0.0,1.0,2,0.04081632653061224
168,77.0,35.0,0.6875,7,0.14285714285714285
169,15.0,0.0,1.0,2,0.04081632653061224
170,0.0,2.0,0.0,1,0.02040816326530612
171,44.0,0.0,1.0,5,0.10204081632653061
172,0.0,11.0,0.0,1,0.02040816326530612
173,7.0,0.0,1.0,1,0.02040816326530612
174,3.0,0.0,1.0,1,0.02040816326530612
175,8.0,70.0,0.10256410256410256,4,0.08163265306122448
176,28.0,0.0,1.0,1,0.02040816326530612
177,80.0,20.0,0.8,4,0.08163265306122448
178,25.0,40.0,0.38461538461538464,12,0.24489795918367346
179,8.0,0.0,1.0,2,0.04081632653061224
180,3.0,0.0,1.0,1,0.02040816326530612
181,3.0,0.0,1.0,1,0.02040816326530612
182,4.0,0.0,1.0,1,0.02040816326530612
183,81.0,259.0,0.23823529411764705,11,0.22448979591836735
184,43.0,0.0,1.0,1,0.02040816326530612
185,0.0,3.0,0.0,1,0.02040816326530612
186,354.0,0.0,1.0,5,0.10204081632653061
187,3.0,3.0,0.5,2,0.04081632653061224
188,0.0,21.0,0.0,2,0.04081632653061224
189,3.0,0.0,1.0,1,0.02040816326530612
190,3.0,0.0,1.0,1,0.02040816326530612
191,3.0,20.0,0.13043478260869565,2,0.04081632653061224
192,26.0,0.0,1.0,1,0.02040816326530612
193,42.0,140.0,0.23076923076923078,13,0.2653061224489796
194,6.0,0.0,1.0,1,0.02040816326530612
195,92.0,60.0,0.6052631578947368,5,0.10204081632653061
196,35.0,0.0,1.0,2,0.04081632653061224
197,37.0,33.0,0.5285714285714286,6,0.12244897959183673
198,31.0,115.0,0.21232876712328766,5,0.10204081632653061
199,3.0,0.0,1.0,1,0.02040816326530612
200,0.0,145.0,0.0,6,0.12244897959183673
201,3.0,0.0,1.0,1,0.02040816326530612
202,602.0,44.0,0.9318885448916409,20,0.40816326530612246
203,2.0,0.0,1.0,1,0.02040816326530612
204,101.0,15.0,0.8706896551724138,3,0.061224489795918366
205,6.0,0.0,1.0,1,0.02040816326530612
207,161.0,206.0,0.43869209809264303,14,0.2857142857142857
208,174.0,281.0,0.3824175824175824,16,0.32653061224489793
209,3.0,0.0,1.0,1,0.02040816326530612
210,2.0,0.0,1.0,1,0.02040816326530612
211,5.0,0.0,1.0,2,0.04081632653061224
212,48.0,0.0,1.0,2,0.04081632653061224
213,3.0,0.0,1.0,1,0.02040816326530612
214,13.0,0.0,1.0,2,0.04081632653061224
215,113.0,46.0,0.710691823899371,10,0.20408163265306123
216,3.0,0.0,1.0,1,0.02040816326530612
217,0.0,3.0,0.0,1,0.02040816326530612
218,4.0,0.0,1.0,2,0.04081632653061224
219,53.0,1.0,0.9814814814814815,3,0.061224489795918366
220,49.0,35.0,0.5833333333333334,4,0.08163265306122448
221,3.0,0.0,1.0,1,0.02040816326530612
222,0.0,3.0,0.0,1,0.02040816326530612
223,34.0,0.0,1.0,1,0.02040816326530612
224,11.0,0.0,1.0,1,0.02040816326530612
225,53.0,0.0,1.0,4,0.08163265306122448
226,299.0,0.0,1.0,4,0.08163265306122448
227,137.0,0.0,1.0,6,0.12244897959183673
228,9.0,0.0,1.0,1,0.02040816326530612
229,73.0,103.0,0.4147727272727273,8,0.16326530612244897
230,37.0,0.0,1.0,1,0.02040816326530612
231,149.0,119.0,0.5559701492537313,10,0.20408163265306123
232,43.0,0.0,1.0,1,0.02040816326530612
233,3.0,0.0,1.0,1,0.02040816326530612
234,3.0,0.0,1.0,1,0.02040816326530612
235,47.0,41.0,0.5340909090909091,4,0.08163265306122448
236,4.0,0.0,1.0,2,0.04081632653061224
237,3.0,0.0,1.0,1,0.02040816326530612
238,0.0,2.0,0.0,1,0.02040816326530612
239,39.0,6.0,0.8666666666666667,2,0.04081632653061224
240,83.0,0.0,1.0,1,0.02040816326530612
242,55.0,0.0,1.0,1,0.02040816326530612
243,0.0,8.0,0.0,2,0.04081632653061224
244,3.0,0.0,1.0,1,0.02040816326530612
245,6.0,0.0,1.0,1,0.02040816326530612
246,44.0,0.0,1.0,2,0.04081632653061224
247,48.0,46.0,0.5106382978723404,3,0.061224489795918366
248,81.0,35.0,0.6982758620689655,11,0.22448979591836735
249,27.0,0.0,1.0,2,0.04081632653061224
250,175.0,0.0,1.0,5,0.10204081632653061
251,346.0,41.0,0.8940568475452196,12,0.24489795918367346
252,3.0,0.0,1.0,1,0.02040816326530612
253,200.0,119.0,0.6269592476489029,17,0.3469387755102041
254,0.0,3.0,0.0,1,0.02040816326530612
255,8.0,0.0,1.0,2,0.04081632653061224
256,2.0,0.0,1.0,1,0.02040816326530612
257,3.0,0.0,1.0,1,0.02040816326530612
258,14.0,0.0,1.0,1,0.02040816326530612
259,0.0,28.0,0.0,1,0.02040816326530612
260,13.0,0.0,1.0,3,0.061224489795918366
261,119.0,0.0,1.0,5,0.10204081632653061
262,3.0,0.0,1.0,1,0.02040816326530612
263,122.0,54.0,0.6931818181818182,9,0.1836734693877551
264,38.0,0.0,1.0,1,0.02040816326530612
265,3.0,0.0,1.0,1,0.02040816326530612
266,9.0,0.0,1.0,1,0.02040816326530612
267,3.0,0.0,1.0,1,0.02040816326530612
268,9.0,0.0,1.0,1,0.02040816326530612
269,3.0,0.0,1.0,1,0.02040816326530612
270,9.0,0.0,1.0,1,0.02040816326530612
271,91.0,0.0,1.0,5,0.10204081632653061
272,0.0,3.0,0.0,1,0.02040816326530612
273,0.0,3.0,0.0,1,0.02040816326530612
274,3.0,0.0,1.0,1,0.02040816326530612
275,63.0,0.0,1.0,9,0.1836734693877551
276,2.0,21.0,0.08695652173913043,3,0.061224489795918366
277,3.0,36.0,0.07692307692307693,2,0.04081632653061224
278,0.0,3.0,0.0,1,0.02040816326530612
279,80.0,1.0,0.9876543209876543,4,0.08163265306122448
280,0.0,3.0,0.0,1,0.02040816326530612
281,432.0,0.0,1.0,2,0.04081632653061224
282,39.0,0.0,1.0,1,0.02040816326530612
283,4.0,0.0,1.0,1,0.02040816326530612
284,126.0,35.0,0.782608695652174,5,0.10204081632653061
285,2.0,0.0,1.0,1,0.02040816326530612
286,27.0,0.0,1.0,1,0.02040816326530612
287,124.0,0.0,1.0,3,0.061224489795918366
289,3.0,0.0,1.0,1,0.02040816326530612
290,48.0,0.0,1.0,2,0.04081632653061224
291,44.0,3.0,0.9361702127659575,5,0.10204081632653061
293,3.0,0.0,1.0,1,0.02040816326530612
294,0.0,31.0,0.0,1,0.02040816326530612
295,79.0,3.0,0.9634146341463414,6,0.12244897959183673
296,0.0,37.0,0.0,2,0.04081632653061224
297,37.0,0.0,1.0,2,0.04081632653061224
298,59.0,20.0,0.7468354430379747,2,0.04081632653061224
299,190.0,0.0,1.0,7,0.14285714285714285
300,0.0,2.0,0.0,1,0.02040816326530612
301,7.0,28.0,0.2,2,0.04081632653061224
302,34.0,1.0,0.9714285714285714,2,0.04081632653061224
303,94.0,0.0,1.0,8,0.16326530612244897
305,0.0,4.0,0.0,1,0.02040816326530612
306,3.0,0.0,1.0,1,0.02040816326530612
307,0.0,14.0,0.0,1,0.02040816326530612
308,4.0,0.0,1.0,1,0.02040816326530612
309,0.0,8.0,0.0,2,0.04081632653061224
310,3.0,0.0,1.0,1,0.02040816326530612
311,2.0,50.0,0.038461538461538464,2,0.04081632653061224
312,0.0,2.0,0.0,1,0.02040816326530612
313,22.0,0.0,1.0,2,0.04081632653061224
314,24.0,0.0,1.0,2,0.04081632653061224
315,3.0,0.0,1.0,1,0.02040816326530612
316,80.0,0.0,1.0,4,0.08163265306122448
317,3.0,0.0,1.0,1,0.02040816326530612
318,3.0,0.0,1.0,1,0.02040816326530612
319,3.0,0.0,1.0,1,0.02040816326530612
320,3.0,0.0,1.0,1,0.02040816326530612
321,39.0,0.0,1.0,11,0.22448979591836735
322,7.0,81.0,0.07954545454545454,4,0.08163265306122448
323,154.0,0.0,1.0,5,0.10204081632653061
324,51.0,0.0,1.0,2,0.04081632653061224
325,3.0,0.0,1.0,1,0.02040816326530612
326,27.0,0.0,1.0,1,0.02040816326530612
328,6.0,48.0,0.1111111111111111,3,0.061224489795918366
330,3.0,1.0,0.75,2,0.04081632653061224
331,39.0,0.0,1.0,1,0.02040816326530612
332,127.0,0.0,1.0,8,0.16326530612244897
333,0.0,3.0,0.0,1,0.02040816326530612
334,53.0,48.0,0.5247524752475248,4,0.08163265306122448
335,52.0,22.0,0.7027027027027027,2,0.04081632653061224
336,88.0,40.0,0.6875,4,0.08163265306122448
337,0.0,22.0,0.0,1,0.02040816326530612
338,408.0,0.0,1.0,2,0.04081632653061224
339,20.0,0.0,1.0,1,0.02040816326530612
340,14.0,0.0,1.0,1,0.02040816326530612
341,49.0,59.0,0.4537037037037037,4,0.08163265306122448
342,2.0,0.0,1.0,1,0.02040816326530612
343,10.0,34.0,0.22727272727272727,3,0.061224489795918366
344,210.0,36.0,0.8536585365853658,11,0.22448979591836735
345,0.0,48.0,0.0,2,0.04081632653061224
346,3.0,0.0,1.0,1,0.02040816326530612
347,0.0,3.0,0.0,1,0.02040816326530612
348,3.0,0.0,1.0,1,0.02040816326530612
349,42.0,0.0,1.0,1,0.02040816326530612
350,38.0,42.0,0.475,3,0.061224489795918366
351,0.0,3.0,0.0,1,0.02040816326530612
352,2.0,0.0,1.0,1,0.02040816326530612
353,99.0,0.0,1.0,6,0.12244897959183673
354,3.0,0.0,1.0,1,0.02040816326530612
355,6.0,146.0,0.039473684210526314,5,0.10204081632653061
356,31.0,1.0,0.96875,7,0.14285714285714285
357,42.0,0.0,1.0,1,0.02040816326530612
358,3.0,0.0,1.0,1,0.02040816326530612
359,6.0,0.0,1.0,1,0.02040816326530612
360,0.0,3.0,0.0,1,0.02040816326530612
361,100.0,38.0,0.7246376811594203,7,0.14285714285714285
362,3.0,0.0,1.0,1,0.02040816326530612
363,107.0,37.0,0.7430555555555556,8,0.16326530612244897
364,34.0,37.0,0.4788732394366197,4,0.08163265306122448
365,74.0,0.0,1.0,4,0.08163265306122448
366,3.0,0.0,1.0,1,0.02040816326530612
367,0.0,34.0,0.0,1,0.02040816326530612
368,41.0,0.0,1.0,1,0.02040816326530612
369,64.0,20.0,0.7619047619047619,11,0.22448979591836735
370,7.0,0.0,1.0,1,0.02040816326530612
371,3.0,0.0,1.0,1,0.02040816326530612
372,0.0,3.0,0.0,1,0.02040816326530612
373,5.0,0.0,1.0,2,0.04081632653061224
374,3.0,0.0,1.0,1,0.02040816326530612
375,7.0,0.0,1.0,1,0.02040816326530612
376,3.0,0.0,1.0,1,0.02040816326530612
377,0.0,2.0,0.0,1,0.02040816326530612
378,0.0,3.0,0.0,1,0.02040816326530612
379,228.0,0.0,1.0,9,0.1836734693877551
380,5.0,0.0,1.0,3,0.061224489795918366
381,0.0,6.0,0.0,1,0.02040816326530612
382,0.0,6.0,0.0,1,0.02040816326530612
383,81.0,72.0,0.5294117647058824,17,0.3469387755102041
384,6.0,0.0,1.0,1,0.02040816326530612
385,96.0,0.0,1.0,2,0.04081632653061224
387,106.0,12.0,0.8983050847457628,5,0.10204081632653061
388,0.0,3.0,0.0,1,0.02040816326530612
389,3.0,0.0,1.0,1,0.02040816326530612
390,0.0,3.0,0.0,1,0.02040816326530612
391,160.0,80.0,0.6666666666666666,17,0.3469387755102041
392,3.0,0.0,1.0,1,0.02040816326530612
393,3.0,0.0,1.0,1,0.02040816326530612
394,0.0,41.0,0.0,1,0.02040816326530612
395,109.0,0.0,1.0,6,0.12244897959183673
396,0.0,3.0,0.0,1,0.02040816326530612
397,36.0,0.0,1.0,2,0.04081632653061224
398,22.0,0.0,1.0,4,0.08163265306122448
399,50.0,0.0,1.0,3,0.061224489795918366
400,6.0,0.0,1.0,1,0.02040816326530612
401,0.0,3.0,0.0,1,0.02040816326530612
402,4.0,0.0,1.0,1,0.02040816326530612
403,3.0,0.0,1.0,1,0.02040816326530612
404,90.0,41.0,0.6870229007633588,4,0.08163265306122448
405,3.0,0.0,1.0,1,0.02040816326530612
406,3.0,0.0,1.0,1,0.02040816326530612
407,11.0,26.0,0.2972972972972973,6,0.12244897959183673
408,3.0,0.0,1.0,1,0.02040816326530612
409,217.0,2.0,0.9908675799086758,8,0.16326530612244897
410,329.0,98.0,0.7704918032786885,6,0.12244897959183673
411,61.0,2.0,0.9682539682539683,3,0.061224489795918366
412,3.0,2.0,0.6,2,0.04081632653061224
413,62.0,0.0,1.0,1,0.02040816326530612
414,0.0,27.0,0.0,1,0.02040816326530612
415,3.0,0.0,1.0,1,0.02040816326530612
416,3.0,0.0,1.0,1,0.02040816326530612
417,10.0,26.0,0.2777777777777778,4,0.08163265306122448
419,3.0,0.0,1.0,1,0.02040816326530612
420,158.0,0.0,1.0,8,0.16326530612244897
421,0.0,4.0,0.0,1,0.02040816326530612
422,139.0,45.0,0.7554347826086957,5,0.10204081632653061
423,9.0,0.0,1.0,2,0.04081632653061224
424,46.0,0.0,1.0,1,0.02040816326530612
425,3.0,0.0,1.0,1,0.02040816326530612
426,2.0,0.0,1.0,1,0.02040816326530612
427,81.0,0.0,1.0,1,0.02040816326530612
428,3.0,232.0,0.01276595744680851,5,0.10204081632653061
429,3.0,0.0,1.0,1,0.02040816326530612
430,34.0,3.0,0.918918918918919,5,0.10204081632653061
431,0.0,3.0,0.0,1,0.02040816326530612
432,34.0,0.0,1.0,2,0.04081632653061224
433,16.0,0.0,1.0,1,0.02040816326530612
434,61.0,11.0,0.8472222222222222,5,0.10204081632653061
435,8.0,0.0,1.0,2,0.04081632653061224
436,6.0,0.0,1.0,1,0.02040816326530612
437,42.0,85.0,0.33070866141732286,8,0.16326530612244897
438,109.0,2.0,0.9819819819819819,8,0.16326530612244897
439,164.0,0.0,1.0,7,0.14285714285714285
440,88.0,0.0,1.0,5,0.10204081632653061
442,20.0,76.0,0.20833333333333334,5,0.10204081632653061
443,22.0,0.0,1.0,1,0.02040816326530612
444,0.0,72.0,0.0,2,0.04081632653061224
445,5.0,0.0,1.0,2,0.04081632653061224
446,31.0,0.0,1.0,2,0.04081632653061224
447,0.0,8.0,0.0,1,0.02040816326530612
448,11.0,0.0,1.0,1,0.02040816326530612
449,0.0,11.0,0.0,1,0.02040816326530612
450,21.0,0.0,1.0,1,0.02040816326530612
451,0.0,3.0,0.0,1,0.02040816326530612
452,3.0,0.0,1.0,1,0.02040816326530612
453,91.0,0.0,1.0,3,0.061224489795918366
454,32.0,0.0,1.0,1,0.02040816326530612
455,0.0,10.0,0.0,1,0.02040816326530612
456,3.0,0.0,1.0,1,0.02040816326530612
457,0.0,2.0,0.0,1,0.02040816326530612
458,12.0,0.0,1.0,1,0.02040816326530612
459,26.0,0.0,1.0,2,0.04081632653061224
460,34.0,0.0,1.0,1,0.02040816326530612
461,0.0,31.0,0.0,1,0.02040816326530612
462,23.0,0.0,1.0,2,0.04081632653061224
463,0.0,22.0,0.0,1,0.02040816326530612
464,0.0,17.0,0.0,2,0.04081632653061224
465,60.0,0.0,1.0,2,0.04081632653061224
466,0.0,3.0,0.0,1,0.02040816326530612
467,142.0,74.0,0.6574074074074074,10,0.20408163265306123
468,0.0,37.0,0.0,1,0.02040816326530612
469,0.0,2.0,0.0,1,0.02040816326530612
472,171.0,30.0,0.8507462686567164,12,0.24489795918367346
473,12.0,0.0,1.0,1,0.02040816326530612
474,318.0,105.0,0.75177304964539,17,0.3469387755102041
475,3.0,0.0,1.0,1,0.02040816326530612
476,8.0,0.0,1.0,1,0.02040816326530612
477,0.0,44.0,0.0,1,0.02040816326530612
478,3.0,0.0,1.0,1,0.02040816326530612
479,3.0,0.0,1.0,1,0.02040816326530612
480,0.0,2.0,0.0,1,0.02040816326530612
481,56.0,0.0,1.0,2,0.04081632653061224
482,37.0,13.0,0.74,2,0.04081632653061224
483,3.0,0.0,1.0,1,0.02040816326530612
484,0.0,18.0,0.0,1,0.02040816326530612
485,0.0,3.0,0.0,1,0.02040816326530612
486,66.0,97.0,0.4049079754601227,20,0.40816326530612246
487,0.0,5.0,0.0,2,0.04081632653061224
488,47.0,2.0,0.9591836734693877,13,0.2653061224489796
489,53.0,0.0,1.0,2,0.04081632653061224
490,105.0,67.0,0.6104651162790697,3,0.061224489795918366
491,59.0,0.0,1.0,2,0.04081632653061224
492,3.0,0.0,1.0,1,0.02040816326530612
493,61.0,0.0,1.0,2,0.04081632653061224
494,3.0,0.0,1.0,1,0.02040816326530612
495,38.0,0.0,1.0,1,0.02040816326530612
496,407.0,58.0,0.875268817204301,15,0.30612244897959184
497,3.0,0.0,1.0,1,0.02040816326530612
498,216.0,10.0,0.9557522123893806,9,0.1836734693877551
499,3.0,0.0,1.0,1,0.02040816326530612
500,4.0,0.0,1.0,2,0.04081632653061224
501,92.0,37.0,0.7131782945736435,5,0.10204081632653061
502,31.0,8.0,0.7948717948717948,3,0.061224489795918366
503,3.0,0.0,1.0,1,0.02040816326530612
504,0.0,3.0,0.0,1,0.02040816326530612
505,97.0,15.0,0.8660714285714286,6,0.12244897959183673
506,133.0,0.0,1.0,7,0.14285714285714285
507,0.0,2.0,0.0,1,0.02040816326530612
508,110.0,10.0,0.9166666666666666,8,0.16326530612244897
509,74.0,1.0,0.9866666666666667,3,0.061224489795918366
510,3.0,13.0,0.1875,5,0.10204081632653061
511,3.0,0.0,1.0,1,0.02040816326530612
512,107.0,0.0,1.0,6,0.12244897959183673
513,0.0,4.0,0.0,1,0.02040816326530612
514,3.0,0.0,1.0,1,0.02040816326530612
515,3.0,0.0,1.0,1,0.02040816326530612
516,0.0,3.0,0.0,1,0.02040816326530612
517,0.0,33.0,0.0,1,0.02040816326530612
518,0.0,3.0,0.0,1,0.02040816326530612
519,37.0,0.0,1.0,1,0.02040816326530612
520,0.0,104.0,0.0,3,0.061224489795918366
521,34.0,0.0,1.0,1,0.02040816326530612
522,0.0,13.0,0.0,1,0.02040816326530612
523,31.0,0.0,1.0,1,0.02040816326530612
524,28.0,0.0,1.0,4,0.08163265306122448
525,81.0,2.0,0.9759036144578314,5,0.10204081632653061
526,3.0,0.0,1.0,1,0.02040816326530612
527,3.0,0.0,1.0,1,0.02040816326530612
528,98.0,0.0,1.0,4,0.08163265306122448
529,2.0,0.0,1.0,1,0.02040816326530612
530,115.0,68.0,0.6284153005464481,7,0.14285714285714285
531,0.0,3.0,0.0,1,0.02040816326530612
532,5.0,0.0,1.0,1,0.02040816326530612
533,8.0,0.0,1.0,2,0.04081632653061224
534,5.0,0.0,1.0,3,0.061224489795918366
535,5.0,0.0,1.0,1,0.02040816326530612
536,3.0,0.0,1.0,1,0.02040816326530612
537,0.0,12.0,0.0,1,0.02040816326530612
539,18.0,0.0,1.0,1,0.02040816326530612
540,3.0,0.0,1.0,1,0.02040816326530612
541,118.0,52.0,0.6941176470588235,10,0.20408163265306123
542,108.0,57.0,0.6545454545454545,10,0.20408163265306123
543,3.0,0.0,1.0,1,0.02040816326530612
544,93.0,0.0,1.0,2,0.04081632653061224
545,0.0,3.0,0.0,1,0.02040816326530612
546,6.0,0.0,1.0,1,0.02040816326530612
547,3.0,0.0,1.0,1,0.02040816326530612
548,4.0,2.0,0.6666666666666666,3,0.061224489795918366
549,3.0,0.0,1.0,1,0.02040816326530612
550,0.0,38.0,0.0,1,0.02040816326530612
551,30.0,47.0,0.38961038961038963,5,0.10204081632653061
552,0.0,7.0,0.0,2,0.04081632653061224
553,183.0,19.0,0.905940594059406,12,0.24489795918367346
554,3.0,0.0,1.0,1,0.02040816326530612
555,0.0,76.0,0.0,3,0.061224489795918366
556,0.0,48.0,0.0,2,0.04081632653061224
557,46.0,0.0,1.0,1,0.02040816326530612
559,3.0,0.0,1.0,1,0.02040816326530612
560,160.0,1.0,0.9937888198757764,8,0.16326530612244897
