user_id,date_1,date_2,date_3
67,2017-12-02,2017-12-03,2000-01-01
68,2015-07-10,2000-01-01,2000-01-01
69,2015-10-20,2000-01-01,2000-01-01
70,2017-05-17,2000-01-01,2000-01-01
71,2016-10-23,2000-01-01,2000-01-01
72,2019-01-02,2000-01-01,2000-01-01
73,2015-06-17,2000-01-01,2000-01-01
74,2018-08-18,2000-01-01,2000-01-01
75,2017-03-11,2017-03-12,2000-01-01
76,2017-04-06,2017-04-07,2017-04-08
77,2018-05-15,2000-01-01,2000-01-01
78,2018-05-06,2000-01-01,2000-01-01
79,2018-02-12,2000-01-01,2000-01-01
80,2016-07-21,2000-01-01,2000-01-01
81,2018-07-09,2000-01-01,2000-01-01
82,2015-07-08,2000-01-01,2000-01-01
84,2018-12-28,2000-01-01,2000-01-01
85,2017-10-25,2000-01-01,2000-01-01
86,2017-10-31,2000-01-01,2000-01-01
87,2016-09-09,2000-01-01,2000-01-01
88,2017-06-01,2000-01-01,2000-01-01
89,2015-11-15,2015-11-16,2000-01-01
91,2017-07-25,2017-07-26,2017-07-27
92,2018-06-02,2000-01-01,2000-01-01
93,2018-06-18,2000-01-01,2000-01-01
94,2017-11-06,2017-11-07,2000-01-01
95,2016-08-04,2000-01-01,2000-01-01
96,2017-09-12,2000-01-01,2000-01-01
97,2017-11-16,2000-01-01,2000-01-01
98,2018-11-15,2000-01-01,2000-01-01
100,2017-07-06,2000-01-01,2000-01-01
101,2017-07-27,2000-01-01,2000-01-01
102,2018-06-17,2018-06-18,2018-06-19
103,2017-05-24,2000-01-01,2000-01-01
104,2018-01-13,2000-01-01,2000-01-01
105,2018-10-18,2000-01-01,2000-01-01
106,2016-11-11,2000-01-01,2000-01-01
107,2018-10-05,2000-01-01,2000-01-01
108,2016-02-14,2000-01-01,2000-01-01
110,2017-10-15,2000-01-01,2000-01-01
111,2015-06-15,2000-01-01,2000-01-01
112,2018-06-07,2000-01-01,2000-01-01
113,2019-01-03,2019-01-04,2000-01-01
114,2015-07-01,2000-01-01,2000-01-01
115,2018-03-07,2000-01-01,2000-01-01
116,2017-11-16,2000-01-01,2000-01-01
117,2017-09-25,2000-01-01,2000-01-01
118,2017-11-14,2000-01-01,2000-01-01
119,2018-10-03,2018-10-04,2000-01-01
120,2018-02-04,2000-01-01,2000-01-01
121,2018-01-11,2000-01-01,2000-01-01
123,2015-12-09,2000-01-01,2000-01-01
124,2018-12-17,2018-12-18,2018-12-19
125,2016-10-07,2000-01-01,2000-01-01
126,2015-09-03,2000-01-01,2000-01-01
127,2015-09-22,2000-01-01,2000-01-01
128,2016-10-13,2000-01-01,2000-01-01
129,2015-06-15,2015-06-16,2015-06-17
130,2015-06-15,2000-01-01,2000-01-01
131,2015-06-28,2015-06-29,2000-01-01
132,2017-06-15,2000-01-01,2000-01-01
133,2015-08-31,2000-01-01,2000-01-01
134,2017-03-11,2000-01-01,2000-01-01
135,2016-08-03,2000-01-01,2000-01-01
137,2015-06-20,2000-01-01,2000-01-01
138,2016-11-29,2016-11-30,2000-01-01
139,2017-02-18,2000-01-01,2000-01-01
140,2018-10-18,2018-10-19,2000-01-01
141,2018-08-27,2018-08-28,2000-01-01
142,2018-04-09,2000-01-01,2000-01-01
143,2018-12-24,2000-01-01,2000-01-01
144,2017-09-01,2000-01-01,2000-01-01
145,2016-05-07,2016-05-08,2000-01-01
146,2018-04-07,2000-01-01,2000-01-01
147,2017-03-27,2000-01-01,2000-01-01
148,2015-11-27,2000-01-01,2000-01-01
149,2017-12-17,2000-01-01,2000-01-01
150,2018-12-26,2000-01-01,2000-01-01
151,2018-04-13,2000-01-01,2000-01-01
152,2018-03-21,2000-01-01,2000-01-01
154,2015-10-31,2000-01-01,2000-01-01
156,2018-04-17,2000-01-01,2000-01-01
157,2017-04-16,2017-04-17,2000-01-01
158,2015-07-23,2000-01-01,2000-01-01
159,2018-10-22,2000-01-01,2000-01-01
160,2016-07-15,2000-01-01,2000-01-01
161,2017-12-29,2000-01-01,2000-01-01
162,2018-06-15,2000-01-01,2000-01-01
163,2016-04-29,2000-01-01,2000-01-01
164,2018-07-07,2018-07-08,2000-01-01
165,2018-11-01,2000-01-01,2000-01-01
166,2015-06-15,2000-01-01,2000-01-01
167,2018-11-14,2000-01-01,2000-01-01
168,2018-05-18,2018-05-19,2000-01-01
169,2017-11-08,2000-01-01,2000-01-01
170,2015-07-12,2000-01-01,2000-01-01
171,2016-11-15,2016-11-16,2016-11-17
172,2016-03-12,2000-01-01,2000-01-01
173,2016-10-25,2000-01-01,2000-01-01
174,2018-08-27,2000-01-01,2000-01-01
175,2017-02-20,2017-02-21,2000-01-01
176,2017-04-15,2000-01-01,2000-01-01
177,2018-08-11,2018-08-12,2000-01-01
178,2017-07-13,2000-01-01,2000-01-01
179,2017-10-22,2000-01-01,2000-01-01
180,2018-09-06,2000-01-01,2000-01-01
181,2017-11-03,2000-01-01,2000-01-01
182,2016-10-19,2000-01-01,2000-01-01
183,2017-06-17,2017-06-18,2017-06-19
184,2017-12-28,2000-01-01,2000-01-01
185,2018-11-29,2000-01-01,2000-01-01
186,2018-10-30,2018-10-31,2000-01-01
187,2015-11-14,2000-01-01,2000-01-01
188,2015-10-03,2015-10-04,2000-01-01
189,2017-11-15,2000-01-01,2000-01-01
190,2015-07-26,2000-01-01,2000-01-01
191,2017-01-19,2000-01-01,2000-01-01
192,2016-09-07,2000-01-01,2000-01-01
193,2018-05-08,2018-05-09,2018-05-10
194,2016-05-19,2000-01-01,2000-01-01
195,2018-10-12,2018-10-13,2018-10-14
196,2017-08-07,2000-01-01,2000-01-01
197,2018-02-21,2000-01-01,2000-01-01
198,2018-12-12,2018-12-13,2000-01-01
199,2017-10-27,2000-01-01,2000-01-01
200,2018-12-04,2018-12-05,2000-01-01
201,2015-08-27,2000-01-01,2000-01-01
202,2017-12-30,2017-12-31,2018-01-01
203,2015-10-03,2000-01-01,2000-01-01
204,2018-06-24,2000-01-01,2018-06-26
205,2018-07-08,2000-01-01,2000-01-01
207,2018-05-30,2018-05-31,2018-06-01
208,2018-08-27,2018-08-28,2018-08-29
209,2015-09-24,2000-01-01,2000-01-01
210,2015-09-29,2000-01-01,2000-01-01
211,2018-02-15,2000-01-01,2000-01-01
212,2018-07-30,2000-01-01,2000-01-01
213,2018-09-16,2000-01-01,2000-01-01
214,2016-03-10,2000-01-01,2000-01-01
215,2017-01-02,2017-01-03,2000-01-01
216,2018-03-19,2000-01-01,2000-01-01
217,2018-08-06,2000-01-01,2000-01-01
218,2018-07-29,2018-07-30,2000-01-01
219,2015-06-15,2015-06-16,2000-01-01
220,2017-02-01,2017-02-02,2000-01-01
221,2018-03-29,2000-01-01,2000-01-01
222,2018-04-04,2000-01-01,2000-01-01
223,2015-11-18,2000-01-01,2000-01-01
224,2017-06-17,2000-01-01,2000-01-01
225,2016-09-13,2000-01-01,2016-09-15
226,2015-06-26,2000-01-01,2000-01-01
227,2016-10-03,2016-10-04,2016-10-05
228,2018-02-06,2000-01-01,2000-01-01
229,2018-02-27,2018-02-28,2018-03-01
230,2016-12-07,2000-01-01,2000-01-01
231,2015-06-20,2015-06-21,2000-01-01
232,2017-11-09,2000-01-01,2000-01-01
233,2015-07-05,2000-01-01,2000-01-01
234,2018-09-06,2000-01-01,2000-01-01
235,2018-09-14,2000-01-01,2000-01-01
236,2018-06-20,2000-01-01,2000-01-01
237,2018-06-14,2000-01-01,2000-01-01
238,2016-10-17,2000-01-01,2000-01-01
239,2015-10-05,2015-10-06,2000-01-01
240,2015-06-23,2000-01-01,2000-01-01
242,2018-10-05,2000-01-01,2000-01-01
243,2015-06-15,2000-01-01,2000-01-01
244,2015-07-15,2000-01-01,2000-01-01
245,2016-04-19,2000-01-01,2000-01-01
246,2016-08-05,2000-01-01,2000-01-01
247,2017-12-03,2000-01-01,2000-01-01
248,2018-10-01,2000-01-01,2000-01-01
249,2017-05-20,2000-01-01,2000-01-01
250,2015-06-15,2015-06-16,2000-01-01
251,2017-06-04,2017-06-05,2000-01-01
252,2017-09-27,2000-01-01,2000-01-01
253,2018-12-21,2018-12-22,2000-01-01
254,2015-07-12,2000-01-01,2000-01-01
255,2016-06-05,2000-01-01,2000-01-01
256,2016-09-21,2000-01-01,2000-01-01
257,2017-08-17,2000-01-01,2000-01-01
258,2017-09-04,2000-01-01,2000-01-01
259,2016-07-05,2000-01-01,2000-01-01
260,2018-07-30,2000-01-01,2000-01-01
261,2018-07-07,2018-07-08,2000-01-01
262,2015-12-19,2000-01-01,2000-01-01
263,2017-05-11,2017-05-12,2017-05-13
264,2018-02-26,2000-01-01,2000-01-01
265,2017-12-05,2000-01-01,2000-01-01
266,2015-06-30,2000-01-01,2000-01-01
267,2015-09-22,2000-01-01,2000-01-01
268,2016-06-01,2000-01-01,2000-01-01
269,2018-06-03,2000-01-01,2000-01-01
270,2017-10-25,2000-01-01,2000-01-01
271,2018-05-26,2018-05-27,2000-01-01
272,2017-12-28,2000-01-01,2000-01-01
273,2018-06-18,2000-01-01,2000-01-01
274,2018-01-31,2000-01-01,2000-01-01
275,2017-02-21,2000-01-01,2000-01-01
276,2018-07-23,2000-01-01,2000-01-01
277,2015-07-05,2000-01-01,2000-01-01
278,2017-06-28,2000-01-01,2000-01-01
279,2015-06-15,2000-01-01,2015-06-17
280,2017-07-14,2000-01-01,2000-01-01
281,2016-07-16,2000-01-01,2000-01-01
282,2015-06-18,2000-01-01,2000-01-01
283,2018-12-27,2000-01-01,2000-01-01
284,2017-10-08,2017-10-09,2017-10-10
285,2016-04-26,2000-01-01,2000-01-01
286,2017-09-20,2000-01-01,2000-01-01
287,2018-04-29,2018-04-30,2000-01-01
289,2018-11-21,2000-01-01,2000-01-01
290,2017-03-23,2017-03-24,2000-01-01
291,2018-02-16,2000-01-01,2000-01-01
293,2018-05-13,2000-01-01,2000-01-01
294,2015-08-10,2000-01-01,2000-01-01
295,2018-03-25,2018-03-26,2000-01-01
296,2017-03-30,2017-03-31,2000-01-01
297,2018-02-05,2000-01-01,2000-01-01
298,2018-11-27,2000-01-01,2018-11-29
299,2017-08-18,2000-01-01,2017-08-20
300,2015-07-13,2000-01-01,2000-01-01
301,2017-01-17,2017-01-18,2000-01-01
302,2017-04-27,2017-04-28,2000-01-01
303,2018-11-26,2018-11-27,2018-11-28
305,2017-12-07,2000-01-01,2000-01-01
306,2018-12-17,2000-01-01,2000-01-01
307,2015-07-03,2000-01-01,2000-01-01
308,2018-07-30,2000-01-01,2000-01-01
309,2017-09-05,2017-09-06,2000-01-01
310,2016-09-04,2000-01-01,2000-01-01
311,2018-04-03,2000-01-01,2000-01-01
312,2016-10-24,2000-01-01,2000-01-01
313,2015-07-11,2015-07-12,2000-01-01
314,2015-07-09,2000-01-01,2000-01-01
315,2017-05-24,2000-01-01,2000-01-01
316,2018-01-15,2018-01-16,2018-01-17
317,2018-09-02,2000-01-01,2000-01-01
318,2018-07-21,2000-01-01,2000-01-01
319,2018-08-03,2000-01-01,2000-01-01
320,2018-07-16,2000-01-01,2000-01-01
321,2017-09-08,2017-09-09,2000-01-01
322,2016-03-28,2000-01-01,2000-01-01
323,2017-03-29,2017-03-30,2000-01-01
324,2018-11-15,2000-01-01,2000-01-01
325,2017-12-10,2000-01-01,2000-01-01
326,2016-02-08,2000-01-01,2000-01-01
328,2018-09-07,2000-01-01,2000-01-01
330,2015-09-25,2000-01-01,2000-01-01
331,2018-11-24,2000-01-01,2000-01-01
332,2017-07-29,2017-07-30,2017-07-31
333,2015-08-21,2000-01-01,2000-01-01
334,2016-12-12,2016-12-13,2000-01-01
335,2018-05-31,2000-01-01,2000-01-01
336,2017-09-09,2000-01-01,2000-01-01
337,2018-05-02,2000-01-01,2000-01-01
338,2016-07-21,2016-07-22,2000-01-01
339,2017-05-07,2000-01-01,2000-01-01
340,2015-11-17,2000-01-01,2000-01-01
341,2018-06-23,2018-06-24,2000-01-01
342,2016-09-03,2000-01-01,2000-01-01
343,2015-06-15,2000-01-01,2015-06-17
344,2018-04-21,2018-04-22,2018-04-23
345,2016-01-07,2016-01-08,2000-01-01
346,2018-12-03,2000-01-01,2000-01-01
347,2017-11-13,2000-01-01,2000-01-01
348,2018-10-11,2000-01-01,2000-01-01
349,2018-10-16,2000-01-01,2000-01-01
350,2015-06-15,2000-01-01,2000-01-01
351,2018-08-22,2000-01-01,2000-01-01
352,2016-03-20,2000-01-01,2000-01-01
353,2015-10-19,2015-10-20,2015-10-21
354,2015-06-27,2000-01-01,2000-01-01
355,2018-11-01,2018-11-02,2000-01-01
356,2018-02-12,2000-01-01,2018-02-14
357,2015-06-23,2000-01-01,2000-01-01
358,2015-10-09,2000-01-01,2000-01-01
359,2016-09-20,2000-01-01,2000-01-01
360,2018-01-24,2000-01-01,2000-01-01
361,2017-07-06,2017-07-07,2000-01-01
362,2017-07-05,2000-01-01,2000-01-01
363,2018-06-12,2018-06-13,2000-01-01
364,2018-05-15,2000-01-01,2018-05-17
365,2017-03-28,2000-01-01,2000-01-01
366,2018-11-02,2000-01-01,2000-01-01
367,2019-01-09,2000-01-01,2000-01-01
368,2015-07-06,2000-01-01,2000-01-01
369,2017-04-02,2000-01-01,2000-01-01
370,2016-09-28,2000-01-01,2000-01-01
371,2017-08-02,2000-01-01,2000-01-01
372,2016-07-24,2000-01-01,2000-01-01
373,2019-01-08,2000-01-01,2000-01-01
374,2016-02-12,2000-01-01,2000-01-01
375,2018-09-28,2000-01-01,2000-01-01
376,2015-08-07,2000-01-01,2000-01-01
377,2016-08-18,2000-01-01,2000-01-01
378,2018-03-29,2000-01-01,2000-01-01
379,2017-11-11,2017-11-12,2000-01-01
380,2016-10-02,2016-10-03,2000-01-01
381,2015-08-26,2000-01-01,2000-01-01
382,2019-01-15,2000-01-01,2000-01-01
383,2016-10-03,2016-10-04,2016-10-05
384,2017-01-22,2000-01-01,2000-01-01
385,2018-03-27,2000-01-01,2000-01-01
387,2017-02-25,2017-02-26,2000-01-01
388,2018-07-23,2000-01-01,2000-01-01
389,2018-05-21,2000-01-01,2000-01-01
390,2016-10-17,2000-01-01,2000-01-01
391,2018-05-27,2018-05-28,2018-05-29
392,2018-02-19,2000-01-01,2000-01-01
393,2016-03-31,2000-01-01,2000-01-01
394,2015-09-19,2000-01-01,2000-01-01
395,2015-06-17,2015-06-18,2015-06-19
396,2015-11-03,2000-01-01,2000-01-01
397,2017-12-06,2000-01-01,2000-01-01
398,2018-02-10,2018-02-11,2000-01-01
399,2016-10-24,2000-01-01,2000-01-01
400,2018-08-03,2000-01-01,2000-01-01
401,2017-11-16,2000-01-01,2000-01-01
402,2016-10-01,2000-01-01,2000-01-01
403,2016-03-22,2000-01-01,2000-01-01
404,2015-07-07,2015-07-08,2000-01-01
405,2015-09-20,2000-01-01,2000-01-01
406,2018-09-12,2000-01-01,2000-01-01
407,2015-06-23,2000-01-01,2000-01-01
408,2017-02-13,2000-01-01,2000-01-01
409,2018-09-04,2018-09-05,2018-09-06
410,2016-06-29,2016-06-30,2000-01-01
411,2018-08-25,2018-08-26,2000-01-01
412,2017-05-13,2000-01-01,2000-01-01
413,2015-10-11,2000-01-01,2000-01-01
414,2018-05-25,2000-01-01,2000-01-01
415,2016-08-25,2000-01-01,2000-01-01
416,2016-07-28,2000-01-01,2000-01-01
417,2018-10-06,2000-01-01,2000-01-01
419,2018-12-10,2000-01-01,2000-01-01
420,2017-03-06,2017-03-07,2000-01-01
421,2018-05-25,2000-01-01,2000-01-01
422,2015-07-16,2015-07-17,2015-07-18
423,2018-06-10,2000-01-01,2000-01-01
424,2018-09-24,2000-01-01,2000-01-01
425,2018-12-03,2000-01-01,2000-01-01
426,2016-03-18,2000-01-01,2000-01-01
427,2016-12-09,2000-01-01,2000-01-01
428,2018-03-08,2018-03-09,2000-01-01
429,2018-04-11,2000-01-01,2000-01-01
430,2018-09-29,2000-01-01,2000-01-01
431,2016-05-26,2000-01-01,2000-01-01
432,2015-06-15,2000-01-01,2000-01-01
433,2016-04-19,2000-01-01,2000-01-01
434,2015-10-19,2015-10-20,2000-01-01
435,2016-05-19,2000-01-01,2000-01-01
436,2016-09-06,2000-01-01,2000-01-01
437,2017-08-21,2017-08-22,2017-08-23
438,2016-02-06,2016-02-07,2000-01-01
439,2015-06-17,2000-01-01,2015-06-19
440,2016-08-13,2016-08-14,2000-01-01
442,2015-06-15,2000-01-01,2000-01-01
443,2015-06-17,2000-01-01,2000-01-01
444,2016-10-06,2016-10-07,2000-01-01
445,2015-06-15,2000-01-01,2000-01-01
446,2015-11-10,2000-01-01,2000-01-01
447,2016-06-21,2000-01-01,2000-01-01
448,2018-10-11,2000-01-01,2000-01-01
449,2015-11-02,2000-01-01,2000-01-01
450,2017-01-06,2000-01-01,2000-01-01
451,2018-02-09,2000-01-01,2000-01-01
452,2015-07-20,2000-01-01,2000-01-01
453,2015-06-15,2000-01-01,2000-01-01
454,2016-06-14,2000-01-01,2000-01-01
455,2016-08-25,2000-01-01,2000-01-01
456,2015-07-06,2000-01-01,2000-01-01
457,2015-07-18,2000-01-01,2000-01-01
458,2016-10-14,2000-01-01,2000-01-01
459,2018-04-18,2000-01-01,2000-01-01
460,2018-08-13,2000-01-01,2000-01-01
461,2018-01-14,2000-01-01,2000-01-01
462,2018-11-13,2000-01-01,2000-01-01
463,2017-06-15,2000-01-01,2000-01-01
464,2017-04-25,2000-01-01,2000-01-01
465,2018-07-17,2000-01-01,2000-01-01
466,2015-06-15,2000-01-01,2000-01-01
467,2018-09-24,2018-09-25,2018-09-26
468,2015-06-15,2000-01-01,2000-01-01
469,2018-02-25,2000-01-01,2000-01-01
472,2016-04-10,2016-04-11,2000-01-01
473,2016-10-16,2000-01-01,2000-01-01
474,2018-09-29,2018-09-30,2018-10-01
475,2015-12-21,2000-01-01,2000-01-01
476,2018-11-18,2000-01-01,2000-01-01
477,2015-11-06,2000-01-01,2000-01-01
478,2017-09-22,2000-01-01,2000-01-01
479,2017-06-20,2000-01-01,2000-01-01
480,2016-12-29,2000-01-01,2000-01-01
481,2015-06-15,2000-01-01,2000-01-01
482,2017-05-02,2000-01-01,2000-01-01
483,2018-06-01,2000-01-01,2000-01-01
484,2018-02-26,2000-01-01,2000-01-01
485,2018-06-18,2000-01-01,2000-01-01
486,2018-07-31,2018-08-01,2018-08-02
487,2018-06-05,2018-06-06,2000-01-01
488,2015-06-16,2015-06-17,2015-06-18
489,2016-10-18,2000-01-01,2000-01-01
490,2017-12-20,2017-12-21,2000-01-01
491,2017-03-30,2000-01-01,2000-01-01
492,2017-12-25,2000-01-01,2000-01-01
493,2015-06-30,2000-01-01,2015-07-02
494,2018-05-15,2000-01-01,2000-01-01
495,2015-06-15,2000-01-01,2000-01-01
496,2017-11-06,2017-11-07,2017-11-08
497,2016-06-20,2000-01-01,2000-01-01
498,2018-05-30,2018-05-31,2000-01-01
499,2016-11-04,2000-01-01,2000-01-01
500,2016-04-29,2000-01-01,2000-01-01
501,2015-09-26,2015-09-27,2000-01-01
502,2016-09-07,2016-09-08,2000-01-01
503,2018-05-28,2000-01-01,2000-01-01
504,2018-08-16,2000-01-01,2000-01-01
505,2016-04-12,2016-04-13,2000-01-01
506,2016-12-07,2016-12-08,2000-01-01
507,2015-06-23,2000-01-01,2000-01-01
508,2016-09-30,2016-10-01,2000-01-01
509,2017-11-21,2000-01-01,2017-11-23
510,2017-11-22,2000-01-01,2000-01-01
511,2018-11-22,2000-01-01,2000-01-01
512,2017-12-27,2017-12-28,2017-12-29
513,2017-09-20,2000-01-01,2000-01-01
514,2015-07-12,2000-01-01,2000-01-01
515,2015-08-20,2000-01-01,2000-01-01
516,2018-09-05,2000-01-01,2000-01-01
517,2017-10-31,2000-01-01,2000-01-01
518,2018-05-16,2000-01-01,2000-01-01
519,2016-09-07,2000-01-01,2000-01-01
520,2017-02-11,2000-01-01,2000-01-01
521,2016-08-22,2000-01-01,2000-01-01
522,2018-11-04,2000-01-01,2000-01-01
523,2018-02-24,2000-01-01,2000-01-01
524,2018-02-04,2000-01-01,2000-01-01
525,2017-05-10,2017-05-11,2017-05-12
526,2017-11-28,2000-01-01,2000-01-01
527,2018-02-03,2000-01-01,2000-01-01
528,2017-01-24,2017-01-25,2017-01-26
529,2016-01-02,2000-01-01,2000-01-01
530,2019-01-02,2019-01-03,2019-01-04
531,2018-01-07,2000-01-01,2000-01-01
532,2017-06-07,2000-01-01,2000-01-01
533,2016-01-11,2000-01-01,2000-01-01
534,2018-10-11,2000-01-01,2018-10-13
535,2018-03-20,2000-01-01,2000-01-01
536,2016-06-05,2000-01-01,2000-01-01
537,2016-04-26,2000-01-01,2000-01-01
539,2015-07-27,2000-01-01,2000-01-01
540,2018-03-29,2000-01-01,2000-01-01
541,2017-02-21,2017-02-22,2000-01-01
542,2017-06-27,2017-06-28,2017-06-29
543,2018-09-16,2000-01-01,2000-01-01
544,2017-06-07,2000-01-01,2000-01-01
545,2017-11-25,2000-01-01,2000-01-01
546,2017-07-17,2000-01-01,2000-01-01
547,2015-08-10,2000-01-01,2000-01-01
548,2015-10-23,2000-01-01,2015-10-25
549,2018-05-15,2000-01-01,2000-01-01
550,2016-11-30,2000-01-01,2000-01-01
551,2015-10-28,2015-10-29,2000-01-01
552,2016-12-28,2000-01-01,2000-01-01
553,2015-06-18,2015-06-19,2000-01-01
554,2018-11-07,2000-01-01,2000-01-01
555,2015-07-05,2000-01-01,2000-01-01
556,2017-07-28,2000-01-01,2000-01-01
557,2019-01-15,2000-01-01,2000-01-01
559,2017-09-12,2000-01-01,2000-01-01
560,2018-02-13,2018-02-14,2000-01-01
561,2018-09-23,2018-09-24,2000-01-01
562,2018-04-21,2000-01-01,2000-01-01
563,2017-01-30,2000-01-01,2000-01-01
564,2016-12-09,2016-12-10,2000-01-01
565,2018-10-18,2018-10-19,2018-10-20
566,2018-04-21,2000-01-01,2000-01-01
567,2018-08-06,2018-08-07,2000-01-01
568,2015-06-29,2015-06-30,2000-01-01
569,2016-12-01,2016-12-02,2016-12-03
570,2018-05-23,2000-01-01,2000-01-01
572,2015-06-15,2015-06-16,2015-06-17
573,2015-06-21,2000-01-01,2000-01-01
574,2018-10-24,2000-01-01,2000-01-01
575,2018-07-01,2000-01-01,2000-01-01
576,2015-06-15,2000-01-01,2000-01-01
577,2018-04-25,2000-01-01,2018-04-27
578,2018-11-11,2018-11-12,2000-01-01
579,2018-06-22,2000-01-01,2000-01-01
580,2018-02-08,2018-02-09,2018-02-10
581,2017-11-18,2000-01-01,2000-01-01
582,2018-03-06,2000-01-01,2000-01-01
583,2019-01-08,2000-01-01,2000-01-01
585,2017-07-18,2000-01-01,2000-01-01
586,2018-12-17,2018-12-18,2000-01-01
587,2015-11-05,2015-11-06,2000-01-01
589,2015-07-05,2015-07-06,2000-01-01
590,2018-03-22,2018-03-23,2018-03-24
591,2015-10-10,2015-10-11,2000-01-01
592,2015-10-24,2000-01-01,2000-01-01
593,2018-11-14,2000-01-01,2000-01-01
594,2017-01-19,2017-01-20,2017-01-21
595,2016-04-18,2016-04-19,2016-04-20
596,2016-02-21,2000-01-01,2000-01-01
597,2015-12-04,2000-01-01,2000-01-01
598,2015-11-22,2000-01-01,2000-01-01
599,2018-06-13,2000-01-01,2000-01-01
601,2018-07-27,2018-07-28,2018-07-29
602,2018-09-22,2000-01-01,2000-01-01
603,2018-02-03,2000-01-01,2000-01-01
604,2016-06-30,2000-01-01,2000-01-01
605,2017-03-05,2017-03-06,2017-03-07
606,2015-06-16,2015-06-17,2000-01-01
607,2018-04-10,2000-01-01,2000-01-01
608,2016-08-19,2016-08-20,2016-08-21
609,2016-08-01,2000-01-01,2000-01-01
610,2017-12-01,2000-01-01,2000-01-01
611,2018-10-17,2000-01-01,2000-01-01
612,2015-09-28,2000-01-01,2000-01-01
613,2018-09-21,2000-01-01,2018-09-23
614,2018-04-25,2000-01-01,2000-01-01
615,2018-08-13,2000-01-01,2018-08-15
616,2017-01-05,2000-01-01,2000-01-01
617,2018-05-10,2000-01-01,2000-01-01
618,2015-06-15,2000-01-01,2000-01-01
620,2018-04-07,2000-01-01,2000-01-01
621,2015-10-21,2000-01-01,2000-01-01
622,2015-09-26,2000-01-01,2000-01-01
623,2016-09-22,2000-01-01,2000-01-01
624,2016-06-15,2000-01-01,2000-01-01
626,2018-01-30,2000-01-01,2000-01-01
628,2018-12-10,2018-12-11,2018-12-12
629,2017-03-20,2000-01-01,2000-01-01
630,2018-04-02,2000-01-01,2000-01-01
631,2017-03-04,2000-01-01,2000-01-01
632,2018-01-20,2018-01-21,2000-01-01
633,2016-03-15,2000-01-01,2000-01-01
634,2017-11-13,2000-01-01,2000-01-01
635,2015-06-27,2000-01-01,2000-01-01
636,2018-02-27,2000-01-01,2000-01-01
637,2017-06-03,2000-01-01,2000-01-01
638,2015-06-16,2000-01-01,2000-01-01
639,2017-10-26,2000-01-01,2000-01-01
